Bacteria;Actinobacteriota;Actinobacteria,Bacteria;Actinobacteriota;Coriobacteriia,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Campilobacterota;Campylobacteria,Bacteria;Cyanobacteria;Vampirivibrionia,Bacteria;Desulfobacterota;Desulfovibrionia,Bacteria;Firmicutes;Bacilli,Bacteria;Firmicutes;Clostridia,Bacteria;Firmicutes;Incertae Sedis,Bacteria;Firmicutes;Negativicutes,Bacteria;Fusobacteriota;Fusobacteriia,Bacteria;Patescibacteria;Saccharimonadia,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;Verrucomicrobiota;Verrucomicrobiae,label
-0.20743402033406844,-0.42433504591584303,-0.08616679486818389,-0.08032435408177205,0.045988566274736645,1.5151750848461227,-0.6007101741627718,-0.6968637483097035,-0.2994549292431423,-0.6706775512687156,-0.15207106732464212,-0.18913860419079034,-0.1821252610017604,-0.5530343283420539,-0.24167074299701366,1
-0.07547801568983302,0.06371143359107935,-0.11987083724849407,-0.08032435408177205,-0.2072368877382442,-0.02430400401782757,-0.6283258314435526,-1.1587803296146304,-0.2994549292431423,0.4318758912427929,0.07110115937152146,-0.37960708919229713,-0.1821252610017604,-0.18448892611031864,4.424171540081013,0
-0.10186921661868009,0.46039945880606553,0.12047385117385573,-0.08032435408177205,-0.2072368877382442,0.05643790623727473,-0.38602070949605655,-0.5509687843784207,-0.2994549292431423,-0.5626526800666757,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,-0.44538617840012723,-0.24167074299701366,0
-0.19423841986964488,-0.48443929216053794,-0.22865353955184,-0.08032435408177205,0.10316850750347425,-0.191170618545039,-0.49559251096496104,-0.7274057736309583,0.9347493994360278,-0.724033965384703,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,-0.5343454134215806,-0.24167074299701366,0
-0.1678472189407978,-0.11419713529321748,-0.38834096793303374,-0.08032435408177205,-0.215405450770921,-0.1642566484600049,-0.7191902521738637,-1.1380824281572512,-0.2994549292431423,-0.025152409996606697,-0.15207106732464212,0.572735335815237,2.2531388617292474,-0.5664903470847948,-0.24167074299701366,1
0.10926039081209657,-0.38827249816902615,-1.0363883483213425,-0.08032435408177205,-0.215405450770921,0.287898048968568,-0.47064933664683645,-0.25690713562419126,0.471922776181339,-0.14848444918274134,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,0.23937566428601795,-0.24167074299701366,0
1.824688451187157,0.6647538960380281,-1.4750057826085514,-0.031207611951124908,-0.215405450770921,0.20177334469645888,0.5938897101445525,-0.6653120692588206,-0.2994549292431423,-0.6286921762266272,9.667506907306556,0.38226685081373013,-0.1821252610017604,0.33755476400157153,-0.24167074299701366,4
-0.18104281940522135,-0.11419713529321748,-0.6361237898462107,-0.08032435408177205,-0.215405450770921,-0.12657709034095715,-0.3530600862899633,-1.0762411372175205,-0.2994549292431423,-0.6877341098795641,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,-0.5816906645534465,2.777403675465239,1
0.030086788025555318,-0.44116423486435763,0.12884175135103618,-0.08032435408177205,-0.215405450770921,-0.07813194418789576,-0.6532690057616772,-0.9394330568528919,-0.2994549292431423,-0.7424025669656166,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,0.669469892989179,-0.24167074299701366,4
-0.15465161847637426,-0.7080270881908028,-0.5529096714175827,-0.08032435408177205,-0.215405450770921,-0.3526544390552436,-0.6933562502015204,-0.9861295418481987,-0.2994549292431423,-0.2984946954268696,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,-0.1650524545930263,-0.24167074299701366,0
-0.04908681476098593,0.15506988788301557,-1.146798142325807,0.017909130179522236,-0.215405450770921,-0.34727164503823676,-0.042161234967624646,0.6068516300727813,-0.2994549292431423,0.75113968062534,-0.15207106732464212,-0.37960708919229713,0.4672785050598417,0.7848427944315681,-0.24167074299701366,1
0.1224559912765201,-0.21757643883409267,-0.7260787167509005,-0.08032435408177205,-0.0030228119213241617,-0.31497488093619586,-0.2951562887657455,-0.6542058782329098,-0.2994549292431423,-0.6982304536400862,-0.15207106732464212,0.38226685081373013,-0.1821252610017604,0.8409095391929883,-0.24167074299701366,1
-0.10186921661868009,0.22959915322643723,-1.1328516420305061,-0.031207611951124908,-0.215405450770921,0.976895683145441,-0.11609993026777969,-0.2468105983279087,-0.2994549292431423,-0.6269427855998736,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,-0.4114969460110021,-0.24167074299701366,1
0.22802079499190842,0.6431163673899379,0.9709779275156138,-0.08032435408177205,-0.215405450770921,-0.34188885102122996,0.30169823956080727,-0.6158390365070361,-0.2994549292431423,0.4323132388994813,0.29427338606768505,-0.37960708919229713,-0.1821252610017604,-0.18972182228805118,-0.24167074299701366,0
-0.07547801568983302,0.4267410809090364,-0.9717695636197823,-0.08032435408177205,-0.215405450770921,-0.23423297068109356,-0.26041401025121486,-0.4691868322785319,-0.2994549292431423,1.5492991540817076,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,-0.5732183564561653,-0.24167074299701366,0
-0.18104281940522135,0.42193274120946084,-0.06710657779793952,-0.08032435408177205,-0.215405450770921,0.25560128486652706,-0.31386366950433897,-0.540367420217324,1.089024940520924,-0.7419652193089282,-0.15207106732464212,-0.18913860419079034,-0.1821252610017604,-0.009062311390141704,0.8561745000801692,1
-0.11506481708310363,-0.2969140438770899,-0.522227370767921,-0.031207611951124908,-0.215405450770921,-0.32035767495320266,-0.5436972042927728,-0.8394773376196947,-0.2994549292431423,-0.665866727045143,-0.15207106732464212,-0.37960708919229713,0.3049275635444411,0.20125027784825222,-0.24167074299701366,1
-0.022695613832138847,1.6552718741505998,-0.8250988688475359,-0.08032435408177205,-0.10104556831344577,-0.30420929290218224,0.7854176558015806,0.289567945537102,-0.2994549292431423,-0.7367170474286672,0.07110115937152146,-0.37960708919229713,-0.01977431948635989,-0.4860034201606227,-0.24167074299701366,0
-0.1678472189407978,-0.3353807614736946,-0.7130619831419531,-0.08032435408177205,-0.215405450770921,-0.26652973478313446,-0.7049370097063639,-1.0616011581379108,-0.2994549292431423,-0.23158050395354127,-0.15207106732464212,-0.37960708919229713,-0.01977431948635989,-0.5036955929520042,-0.24167074299701366,0
-0.20743402033406844,-0.6671562007444104,-1.331589271238542,-0.08032435408177205,0.17668557479756547,-0.3526544390552436,-0.3423701544393385,-0.40886002193324367,-0.2994549292431423,-0.09731477335019612,-0.15207106732464212,-0.37960708919229713,-0.01977431948635989,-0.5597623377134244,-0.24167074299701366,1
-0.12826041754752718,-0.28248902477836313,0.13302570143962641,-0.08032435408177205,-0.10104556831344577,0.48706142759782034,-0.13302565569793567,-0.5653563500256232,-0.2994549292431423,-0.5661514613201831,-0.0776803250925876,-0.37960708919229713,-0.1821252610017604,-0.5428177215188619,-0.24167074299701366,0
0.17523839313421427,-0.1093887955936419,-0.21377727257018586,-0.08032435408177205,-0.215405450770921,-0.3526544390552436,-0.3690949840659006,-1.130005198320225,-0.2994549292431423,-0.38815096504799584,-0.15207106732464212,0.572735335815237,-0.1821252610017604,-0.3990376693973532,0.5817131893108735,1
0.14884719220536718,0.030053055694050222,-0.9025019454864551,0.3617263250940522,-0.215405450770921,-0.30420929290218224,-0.5205356852830856,-0.7324540422790995,-0.14517938815824605,-0.7078521020872314,-0.15207106732464212,0.7632038208167438,-0.1821252610017604,-0.5350929700183995,0.032790567772282044,0
-0.18104281940522135,0.05890309389150376,-1.008495347730741,-0.08032435408177205,0.24203407905897986,-0.34188885102122996,-0.2978287717284017,-0.7488609153855587,0.00909615292665022,-0.5176058714277684,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,-0.5958942398930063,-0.24167074299701366,0
-0.15465161847637426,0.9556584478623513,-0.7307275501826674,-0.08032435408177205,-0.215405450770921,-0.20731900059605946,-0.2069643509980907,-0.9230261837464327,-0.2994549292431423,-0.7332182661751597,-0.15207106732464212,1.3346092758212642,-0.1821252610017604,-0.5602607087779703,-0.24167074299701366,1
-0.12826041754752718,-0.020434511151493476,-1.2474453861235606,-0.08032435408177205,-0.215405450770921,0.21792172674747934,-0.2684314591391835,-0.8306428674854474,-0.2994549292431423,0.11479884014368792,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,-0.20816155167625158,-0.24167074299701366,1
0.06967358941882594,-0.05409288904852261,0.4684390335416097,-0.08032435408177205,-0.215405450770921,-0.12657709034095715,-0.10808248137981108,-0.8001008421641926,-0.2994549292431423,-0.6540583403145557,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,0.19402389741233583,-0.24167074299701366,1
0.9273876196063561,-0.5926269354009888,-1.035458581634989,-0.08032435408177205,-0.215405450770921,-0.15349106042599125,0.8344131767836112,-0.4903895606007253,-0.2994549292431423,2.6229876512517802,0.07110115937152146,1.5250777608227708,-0.1821252610017604,-0.30160612627861855,-0.24167074299701366,1
-0.06228241522540947,-0.19834308003579032,-0.5394280544654586,-0.08032435408177205,-0.215405450770921,-0.20193620657905262,0.9983254651598585,-0.2647319520288102,-0.2994549292431423,0.38595438729050874,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,-0.5256239197920263,-0.24167074299701366,1
-0.11506481708310363,-0.5132893303579915,0.07049889178236134,-0.08032435408177205,-0.215405450770921,-0.34727164503823676,-0.2016193850727783,-0.9520537284732451,-0.2994549292431423,-0.508858918294,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,0.029810631644442954,-0.24167074299701366,1
-0.10186921661868009,0.3474034758660392,-0.36718877581849424,-0.08032435408177205,-0.215405450770921,-0.3526544390552436,0.5903263995276776,0.2756852067547135,-0.2994549292431423,-0.2844995704128402,-0.15207106732464212,0.7632038208167438,-0.1821252610017604,-0.3556793867818549,-0.24167074299701366,0
-0.12826041754752718,-0.38586832831923834,-0.23562678969949039,-0.031207611951124908,-0.215405450770921,0.040289524186254276,-0.633670797368865,-1.0128853656833474,-0.2994549292431423,-0.37240644940721274,-0.15207106732464212,-0.37960708919229713,-0.01977431948635989,-0.4364154992383,-0.24167074299701366,2
-0.1414560180119507,-0.6383061625469568,0.02191858242039701,0.017909130179522236,-0.215405450770921,-0.02968679803483439,-0.4171996773937123,-1.0722025222990075,-0.2994549292431423,-0.34747763297597273,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,-0.07360136424884316,-0.24167074299701366,1
-0.19423841986964488,-0.5349268590060816,-0.029915910343804156,-0.08032435408177205,-0.215405450770921,0.14794540452639068,-0.49202920034808606,-0.4505082382804092,-0.14517938815824605,-0.734530309145225,-0.0776803250925876,-0.37960708919229713,-0.1821252610017604,-0.4047689366396317,-0.24167074299701366,1
0.09606479034767303,0.1406448687842888,-0.5326872459893967,-0.08032435408177205,-0.2072368877382442,0.25560128486652706,-0.2817938739524645,-0.16730036711968357,-0.2994549292431423,-0.23595398052042546,-0.15207106732464212,-0.18913860419079034,-0.1821252610017604,-0.07733914723293783,-0.24167074299701366,1
0.33358559870729676,0.19834494517919588,-0.033170093746041,0.017909130179522236,-0.060202753150061766,0.9499817130604069,0.15827498723159084,-0.6004418171302052,-0.2994549292431423,-0.588893539467981,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,-0.36564680807277405,-0.24167074299701366,0
-0.18104281940522135,-0.2007472498855781,-0.046884152369753414,-0.08032435408177205,-0.215405450770921,0.16409378657741114,-0.5534963084891789,-0.947510286689918,-0.2994549292431423,-0.3632221486167559,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,-0.5620050075038812,-0.24167074299701366,0
-0.11506481708310363,-0.2079597594349415,-0.4631871861844812,-0.08032435408177205,-0.215405450770921,10.687456089825744,-0.2746672527187146,-1.08659008794621,-0.2994549292431423,-0.4751831487289916,-0.15207106732464212,-0.37960708919229713,-0.1821252610017604,0.21221444126826328,3.8752489185424217,0
-0.08867361615425655,0.5156953653511849,-1.0563783320779403,-0.08032435408177205,-0.215405450770921,0.27174966691754754,0.565383225209553,-0.935899268799193,-0.2994549292431423,-0.6133850082425325,-0.15207106732464212,-0.18913860419079034,-0.1821252610017604,-0.5338470423570346,-0.24167074299701366,1
